,Flight_Date,Route,Carrier,Scheduled_Departure_Time,Aircraft_Capacity,Actual_Pax_Count,Is_Weekend,Is_Holiday_Period,CHML_Ordered,Flight_ID
249,2024-05-04,GLA-DXB,Emirates,2024-05-04 20:00:00,427,386,True,False,24,EKGLADXB2000
250,2024-05-05,EDI-DXB,Emirates,2024-05-05 14:00:00,259,221,True,False,21,EKEDIDXB1400
251,2024-05-05,GLA-DXB,Emirates,2024-05-05 20:00:00,427,390,True,False,32,EKGLADXB2000
252,2024-05-06,EDI-DXB,Emirates,2024-05-06 14:00:00,259,241,False,False,6,EKEDIDXB1400
253,2024-05-06,GLA-DXB,Emirates,2024-05-06 20:00:00,427,391,False,False,20,EKGLADXB2000
254,2024-05-07,EDI-DXB,Emirates,2024-05-07 14:00:00,259,220,False,False,16,EKEDIDXB1400
255,2024-05-07,GLA-DXB,Emirates,2024-05-07 20:00:00,427,355,False,False,22,EKGLADXB2000
256,2024-05-08,EDI-DXB,Emirates,2024-05-08 14:00:00,259,221,False,False,12,EKEDIDXB1400
257,2024-05-08,GLA-DXB,Emirates,2024-05-08 20:00:00,427,379,False,False,20,EKGLADXB2000
258,2024-05-09,EDI-DXB,Emirates,2024-05-09 14:00:00,259,225,False,False,11,EKEDIDXB1400
259,2024-05-09,GLA-DXB,Emirates,2024-05-09 20:00:00,427,380,False,False,32,EKGLADXB2000
260,2024-05-10,EDI-DXB,Emirates,2024-05-10 14:00:00,259,222,False,False,13,EKEDIDXB1400
261,2024-05-10,GLA-DXB,Emirates,2024-05-10 20:00:00,427,381,False,False,18,EKGLADXB2000
262,2024-05-11,EDI-DXB,Emirates,2024-05-11 14:00:00,259,233,True,False,4,EKEDIDXB1400
263,2024-05-11,GLA-DXB,Emirates,2024-05-11 20:00:00,427,376,True,False,24,EKGLADXB2000
264,2024-05-12,EDI-DXB,Emirates,2024-05-12 14:00:00,259,226,True,False,14,EKEDIDXB1400
265,2024-05-12,GLA-DXB,Emirates,2024-05-12 20:00:00,427,389,True,False,28,EKGLADXB2000
266,2024-05-13,EDI-DXB,Emirates,2024-05-13 14:00:00,259,245,False,False,19,EKEDIDXB1400
267,2024-05-13,GLA-DXB,Emirates,2024-05-13 20:00:00,427,381,False,False,19,EKGLADXB2000
268,2024-05-14,EDI-DXB,Emirates,2024-05-14 14:00:00,259,228,False,False,10,EKEDIDXB1400
269,2024-05-14,GLA-DXB,Emirates,2024-05-14 20:00:00,427,367,False,False,20,EKGLADXB2000
270,2024-05-15,EDI-DXB,Emirates,2024-05-15 14:00:00,259,224,False,False,18,EKEDIDXB1400
271,2024-05-15,GLA-DXB,Emirates,2024-05-15 20:00:00,427,388,False,False,30,EKGLADXB2000
272,2024-05-16,EDI-DXB,Emirates,2024-05-16 14:00:00,259,236,False,False,14,EKEDIDXB1400
273,2024-05-16,GLA-DXB,Emirates,2024-05-16 20:00:00,427,352,False,False,6,EKGLADXB2000
274,2024-05-17,EDI-DXB,Emirates,2024-05-17 14:00:00,259,233,False,False,15,EKEDIDXB1400
275,2024-05-17,GLA-DXB,Emirates,2024-05-17 20:00:00,427,371,False,False,29,EKGLADXB2000
276,2024-05-18,EDI-DXB,Emirates,2024-05-18 14:00:00,259,227,True,False,5,EKEDIDXB1400
277,2024-05-18,GLA-DXB,Emirates,2024-05-18 20:00:00,427,376,True,False,21,EKGLADXB2000
278,2024-05-19,EDI-DXB,Emirates,2024-05-19 14:00:00,259,236,True,False,13,EKEDIDXB1400
279,2024-05-19,GLA-DXB,Emirates,2024-05-19 20:00:00,427,377,True,False,22,EKGLADXB2000
280,2024-05-20,EDI-DXB,Emirates,2024-05-20 14:00:00,259,225,False,False,8,EKEDIDXB1400
281,2024-05-20,GLA-DXB,Emirates,2024-05-20 20:00:00,427,384,False,False,24,EKGLADXB2000
282,2024-05-21,EDI-DXB,Emirates,2024-05-21 14:00:00,259,217,False,False,9,EKEDIDXB1400
283,2024-05-21,GLA-DXB,Emirates,2024-05-21 20:00:00,427,395,False,False,12,EKGLADXB2000
284,2024-05-22,EDI-DXB,Emirates,2024-05-22 14:00:00,259,228,False,False,7,EKEDIDXB1400
285,2024-05-22,GLA-DXB,Emirates,2024-05-22 20:00:00,427,390,False,False,16,EKGLADXB2000
286,2024-05-23,EDI-DXB,Emirates,2024-05-23 14:00:00,259,222,False,False,24,EKEDIDXB1400
287,2024-05-23,GLA-DXB,Emirates,2024-05-23 20:00:00,427,378,False,False,7,EKGLADXB2000
288,2024-05-24,EDI-DXB,Emirates,2024-05-24 14:00:00,259,236,False,False,27,EKEDIDXB1400
289,2024-05-24,GLA-DXB,Emirates,2024-05-24 20:00:00,427,372,False,False,36,EKGLADXB2000
290,2024-05-25,EDI-DXB,Emirates,2024-05-25 14:00:00,259,236,True,False,18,EKEDIDXB1400
291,2024-05-25,GLA-DXB,Emirates,2024-05-25 20:00:00,427,376,True,False,9,EKGLADXB2000
292,2024-05-26,EDI-DXB,Emirates,2024-05-26 14:00:00,259,249,True,False,16,EKEDIDXB1400
293,2024-05-26,GLA-DXB,Emirates,2024-05-26 20:00:00,427,375,True,False,26,EKGLADXB2000
294,2024-05-27,EDI-DXB,Emirates,2024-05-27 14:00:00,259,222,False,False,6,EKEDIDXB1400
295,2024-05-27,GLA-DXB,Emirates,2024-05-27 20:00:00,427,371,False,False,11,EKGLADXB2000
296,2024-05-28,EDI-DXB,Emirates,2024-05-28 14:00:00,259,215,False,False,7,EKEDIDXB1400
297,2024-05-28,GLA-DXB,Emirates,2024-05-28 20:00:00,427,381,False,False,20,EKGLADXB2000
298,2024-05-29,EDI-DXB,Emirates,2024-05-29 14:00:00,259,225,False,False,27,EKEDIDXB1400
299,2024-05-29,GLA-DXB,Emirates,2024-05-29 20:00:00,427,380,False,False,34,EKGLADXB2000
300,2024-05-30,EDI-DXB,Emirates,2024-05-30 14:00:00,259,226,False,False,4,EKEDIDXB1400
301,2024-05-30,GLA-DXB,Emirates,2024-05-30 20:00:00,427,356,False,False,33,EKGLADXB2000
302,2024-05-31,EDI-DXB,Emirates,2024-05-31 14:00:00,259,244,False,False,6,EKEDIDXB1400
303,2024-05-31,GLA-DXB,Emirates,2024-05-31 20:00:00,427,365,False,False,12,EKGLADXB2000
304,2024-06-01,EDI-DXB,Emirates,2024-06-01 14:00:00,259,224,True,False,12,EKEDIDXB1400
305,2024-06-01,GLA-DXB,Emirates,2024-06-01 20:00:00,427,407,True,False,11,EKGLADXB2000
306,2024-06-02,EDI-DXB,Emirates,2024-06-02 14:00:00,259,235,True,False,17,EKEDIDXB1400
307,2024-06-02,GLA-DXB,Emirates,2024-06-02 20:00:00,427,387,True,False,17,EKGLADXB2000
308,2024-06-03,EDI-DXB,Emirates,2024-06-03 14:00:00,259,216,False,False,21,EKEDIDXB1400
309,2024-06-03,GLA-DXB,Emirates,2024-06-03 20:00:00,427,397,False,False,13,EKGLADXB2000
310,2024-06-04,EDI-DXB,Emirates,2024-06-04 14:00:00,259,228,False,False,25,EKEDIDXB1400
311,2024-06-04,GLA-DXB,Emirates,2024-06-04 20:00:00,427,379,False,False,20,EKGLADXB2000
312,2024-06-05,EDI-DXB,Emirates,2024-06-05 14:00:00,259,221,False,False,4,EKEDIDXB1400
313,2024-06-05,GLA-DXB,Emirates,2024-06-05 20:00:00,427,369,False,False,19,EKGLADXB2000
314,2024-06-06,EDI-DXB,Emirates,2024-06-06 14:00:00,259,234,False,False,13,EKEDIDXB1400
315,2024-06-06,GLA-DXB,Emirates,2024-06-06 20:00:00,427,369,False,False,17,EKGLADXB2000
316,2024-06-07,EDI-DXB,Emirates,2024-06-07 14:00:00,259,236,False,False,27,EKEDIDXB1400
317,2024-06-07,GLA-DXB,Emirates,2024-06-07 20:00:00,427,367,False,False,11,EKGLADXB2000
318,2024-06-08,EDI-DXB,Emirates,2024-06-08 14:00:00,259,240,True,False,24,EKEDIDXB1400
319,2024-06-08,GLA-DXB,Emirates,2024-06-08 20:00:00,427,397,True,False,17,EKGLADXB2000
320,2024-06-09,EDI-DXB,Emirates,2024-06-09 14:00:00,259,248,True,False,25,EKEDIDXB1400
321,2024-06-09,GLA-DXB,Emirates,2024-06-09 20:00:00,427,400,True,False,42,EKGLADXB2000
322,2024-06-10,EDI-DXB,Emirates,2024-06-10 14:00:00,259,226,False,False,18,EKEDIDXB1400
323,2024-06-10,GLA-DXB,Emirates,2024-06-10 20:00:00,427,359,False,False,27,EKGLADXB2000
324,2024-06-11,EDI-DXB,Emirates,2024-06-11 14:00:00,259,228,False,False,4,EKEDIDXB1400
325,2024-06-11,GLA-DXB,Emirates,2024-06-11 20:00:00,427,389,False,False,30,EKGLADXB2000
326,2024-06-12,EDI-DXB,Emirates,2024-06-12 14:00:00,259,231,False,False,24,EKEDIDXB1400
327,2024-06-12,GLA-DXB,Emirates,2024-06-12 20:00:00,427,399,False,False,27,EKGLADXB2000
328,2024-06-13,EDI-DXB,Emirates,2024-06-13 14:00:00,259,229,False,False,26,EKEDIDXB1400
329,2024-06-13,GLA-DXB,Emirates,2024-06-13 20:00:00,427,387,False,False,20,EKGLADXB2000
330,2024-06-14,EDI-DXB,Emirates,2024-06-14 14:00:00,259,236,False,False,14,EKEDIDXB1400
331,2024-06-14,GLA-DXB,Emirates,2024-06-14 20:00:00,427,374,False,False,9,EKGLADXB2000
332,2024-06-15,EDI-DXB,Emirates,2024-06-15 14:00:00,259,248,True,False,18,EKEDIDXB1400
333,2024-06-15,GLA-DXB,Emirates,2024-06-15 20:00:00,427,375,True,False,34,EKGLADXB2000
334,2024-06-16,EDI-DXB,Emirates,2024-06-16 14:00:00,259,238,True,False,22,EKEDIDXB1400
335,2024-06-16,GLA-DXB,Emirates,2024-06-16 20:00:00,427,379,True,False,27,EKGLADXB2000
336,2024-06-17,EDI-DXB,Emirates,2024-06-17 14:00:00,259,218,False,False,21,EKEDIDXB1400
337,2024-06-17,GLA-DXB,Emirates,2024-06-17 20:00:00,427,369,False,False,14,EKGLADXB2000
338,2024-06-18,EDI-DXB,Emirates,2024-06-18 14:00:00,259,234,False,False,8,EKEDIDXB1400
339,2024-06-18,GLA-DXB,Emirates,2024-06-18 20:00:00,427,381,False,False,10,EKGLADXB2000
340,2024-06-19,EDI-DXB,Emirates,2024-06-19 14:00:00,259,227,False,False,27,EKEDIDXB1400
341,2024-06-19,GLA-DXB,Emirates,2024-06-19 20:00:00,427,385,False,False,34,EKGLADXB2000
342,2024-06-20,EDI-DXB,Emirates,2024-06-20 14:00:00,259,242,False,False,9,EKEDIDXB1400
343,2024-06-20,GLA-DXB,Emirates,2024-06-20 20:00:00,427,381,False,False,20,EKGLADXB2000
344,2024-06-21,EDI-DXB,Emirates,2024-06-21 14:00:00,259,230,False,False,24,EKEDIDXB1400
345,2024-06-21,GLA-DXB,Emirates,2024-06-21 20:00:00,427,386,False,False,28,EKGLADXB2000
346,2024-06-22,EDI-DXB,Emirates,2024-06-22 14:00:00,259,228,True,False,31,EKEDIDXB1400
347,2024-06-22,GLA-DXB,Emirates,2024-06-22 20:00:00,427,382,True,False,14,EKGLADXB2000
348,2024-06-23,EDI-DXB,Emirates,2024-06-23 14:00:00,259,238,True,False,31,EKEDIDXB1400
349,2024-06-23,GLA-DXB,Emirates,2024-06-23 20:00:00,427,370,True,False,19,EKGLADXB2000
350,2024-06-24,EDI-DXB,Emirates,2024-06-24 14:00:00,259,229,False,False,25,EKEDIDXB1400
351,2024-06-24,GLA-DXB,Emirates,2024-06-24 20:00:00,427,386,False,False,24,EKGLADXB2000
352,2024-06-25,EDI-DXB,Emirates,2024-06-25 14:00:00,259,234,False,False,24,EKEDIDXB1400
353,2024-06-25,GLA-DXB,Emirates,2024-06-25 20:00:00,427,359,False,False,12,EKGLADXB2000
354,2024-06-26,EDI-DXB,Emirates,2024-06-26 14:00:00,259,218,False,False,12,EKEDIDXB1400
355,2024-06-26,GLA-DXB,Emirates,2024-06-26 20:00:00,427,397,False,False,16,EKGLADXB2000
356,2024-06-27,EDI-DXB,Emirates,2024-06-27 14:00:00,259,221,False,False,10,EKEDIDXB1400
357,2024-06-27,GLA-DXB,Emirates,2024-06-27 20:00:00,427,367,False,False,27,EKGLADXB2000
358,2024-06-28,EDI-DXB,Emirates,2024-06-28 14:00:00,259,219,False,True,23,EKEDIDXB1400
359,2024-06-28,GLA-DXB,Emirates,2024-06-28 20:00:00,427,371,False,True,49,EKGLADXB2000
360,2024-06-29,EDI-DXB,Emirates,2024-06-29 14:00:00,259,225,True,True,14,EKEDIDXB1400
361,2024-06-29,GLA-DXB,Emirates,2024-06-29 20:00:00,427,391,True,True,54,EKGLADXB2000
362,2024-06-30,EDI-DXB,Emirates,2024-06-30 14:00:00,259,240,True,True,14,EKEDIDXB1400
363,2024-06-30,GLA-DXB,Emirates,2024-06-30 20:00:00,427,394,True,True,31,EKGLADXB2000
364,2024-07-01,EDI-DXB,Emirates,2024-07-01 14:00:00,259,235,False,True,44,EKEDIDXB1400
365,2024-07-01,GLA-DXB,Emirates,2024-07-01 20:00:00,427,375,False,True,42,EKGLADXB2000
366,2024-07-02,EDI-DXB,Emirates,2024-07-02 14:00:00,259,224,False,True,14,EKEDIDXB1400
367,2024-07-02,GLA-DXB,Emirates,2024-07-02 20:00:00,427,381,False,True,44,EKGLADXB2000
368,2024-07-03,EDI-DXB,Emirates,2024-07-03 14:00:00,259,207,False,True,35,EKEDIDXB1400
369,2024-07-03,GLA-DXB,Emirates,2024-07-03 20:00:00,427,365,False,True,69,EKGLADXB2000
370,2024-07-04,EDI-DXB,Emirates,2024-07-04 14:00:00,259,222,False,True,17,EKEDIDXB1400
371,2024-07-04,GLA-DXB,Emirates,2024-07-04 20:00:00,427,384,False,True,29,EKGLADXB2000
372,2024-07-05,EDI-DXB,Emirates,2024-07-05 14:00:00,259,244,False,True,46,EKEDIDXB1400
373,2024-07-05,GLA-DXB,Emirates,2024-07-05 20:00:00,427,385,False,True,42,EKGLADXB2000
374,2024-07-06,EDI-DXB,Emirates,2024-07-06 14:00:00,259,243,True,True,10,EKEDIDXB1400
375,2024-07-06,GLA-DXB,Emirates,2024-07-06 20:00:00,427,397,True,True,28,EKGLADXB2000
376,2024-07-07,EDI-DXB,Emirates,2024-07-07 14:00:00,259,227,True,True,18,EKEDIDXB1400
377,2024-07-07,GLA-DXB,Emirates,2024-07-07 20:00:00,427,388,True,True,36,EKGLADXB2000
378,2024-07-08,EDI-DXB,Emirates,2024-07-08 14:00:00,259,225,False,True,38,EKEDIDXB1400
379,2024-07-08,GLA-DXB,Emirates,2024-07-08 20:00:00,427,369,False,True,30,EKGLADXB2000
380,2024-07-09,EDI-DXB,Emirates,2024-07-09 14:00:00,259,225,False,True,36,EKEDIDXB1400
381,2024-07-09,GLA-DXB,Emirates,2024-07-09 20:00:00,427,375,False,True,33,EKGLADXB2000
382,2024-07-10,EDI-DXB,Emirates,2024-07-10 14:00:00,259,208,False,True,17,EKEDIDXB1400
383,2024-07-10,GLA-DXB,Emirates,2024-07-10 20:00:00,427,377,False,True,33,EKGLADXB2000
384,2024-07-11,EDI-DXB,Emirates,2024-07-11 14:00:00,259,232,False,True,29,EKEDIDXB1400
385,2024-07-11,GLA-DXB,Emirates,2024-07-11 20:00:00,427,372,False,True,38,EKGLADXB2000
386,2024-07-12,EDI-DXB,Emirates,2024-07-12 14:00:00,259,228,False,True,16,EKEDIDXB1400
387,2024-07-12,GLA-DXB,Emirates,2024-07-12 20:00:00,427,379,False,True,27,EKGLADXB2000
388,2024-07-13,EDI-DXB,Emirates,2024-07-13 14:00:00,259,239,True,True,38,EKEDIDXB1400
389,2024-07-13,GLA-DXB,Emirates,2024-07-13 20:00:00,427,366,True,True,46,EKGLADXB2000
390,2024-07-14,EDI-DXB,Emirates,2024-07-14 14:00:00,259,236,True,True,20,EKEDIDXB1400
391,2024-07-14,GLA-DXB,Emirates,2024-07-14 20:00:00,427,393,True,True,37,EKGLADXB2000
392,2024-07-15,EDI-DXB,Emirates,2024-07-15 14:00:00,259,228,False,True,28,EKEDIDXB1400
393,2024-07-15,GLA-DXB,Emirates,2024-07-15 20:00:00,427,358,False,True,51,EKGLADXB2000
394,2024-07-16,EDI-DXB,Emirates,2024-07-16 14:00:00,259,233,False,True,22,EKEDIDXB1400
395,2024-07-16,GLA-DXB,Emirates,2024-07-16 20:00:00,427,392,False,True,38,EKGLADXB2000
396,2024-07-17,EDI-DXB,Emirates,2024-07-17 14:00:00,259,229,False,True,30,EKEDIDXB1400
397,2024-07-17,GLA-DXB,Emirates,2024-07-17 20:00:00,427,354,False,True,40,EKGLADXB2000
398,2024-07-18,EDI-DXB,Emirates,2024-07-18 14:00:00,259,228,False,True,31,EKEDIDXB1400
399,2024-07-18,GLA-DXB,Emirates,2024-07-18 20:00:00,427,375,False,True,36,EKGLADXB2000
400,2024-07-19,EDI-DXB,Emirates,2024-07-19 14:00:00,259,232,False,True,32,EKEDIDXB1400
401,2024-07-19,GLA-DXB,Emirates,2024-07-19 20:00:00,427,364,False,True,51,EKGLADXB2000
402,2024-07-20,EDI-DXB,Emirates,2024-07-20 14:00:00,259,225,True,True,38,EKEDIDXB1400
403,2024-07-20,GLA-DXB,Emirates,2024-07-20 20:00:00,427,399,True,True,42,EKGLADXB2000
404,2024-07-21,EDI-DXB,Emirates,2024-07-21 14:00:00,259,219,True,True,29,EKEDIDXB1400
405,2024-07-21,GLA-DXB,Emirates,2024-07-21 20:00:00,427,375,True,True,53,EKGLADXB2000
406,2024-07-22,EDI-DXB,Emirates,2024-07-22 14:00:00,259,220,False,True,28,EKEDIDXB1400
407,2024-07-22,GLA-DXB,Emirates,2024-07-22 20:00:00,427,381,False,True,39,EKGLADXB2000
408,2024-07-23,EDI-DXB,Emirates,2024-07-23 14:00:00,259,221,False,True,32,EKEDIDXB1400
409,2024-07-23,GLA-DXB,Emirates,2024-07-23 20:00:00,427,383,False,True,41,EKGLADXB2000
410,2024-07-24,EDI-DXB,Emirates,2024-07-24 14:00:00,259,210,False,True,25,EKEDIDXB1400
411,2024-07-24,GLA-DXB,Emirates,2024-07-24 20:00:00,427,383,False,True,31,EKGLADXB2000
412,2024-07-25,EDI-DXB,Emirates,2024-07-25 14:00:00,259,227,False,True,17,EKEDIDXB1400
413,2024-07-25,GLA-DXB,Emirates,2024-07-25 20:00:00,427,398,False,True,37,EKGLADXB2000
414,2024-07-26,EDI-DXB,Emirates,2024-07-26 14:00:00,259,229,False,True,24,EKEDIDXB1400
415,2024-07-26,GLA-DXB,Emirates,2024-07-26 20:00:00,427,382,False,True,38,EKGLADXB2000
416,2024-07-27,EDI-DXB,Emirates,2024-07-27 14:00:00,259,224,True,True,44,EKEDIDXB1400
417,2024-07-27,GLA-DXB,Emirates,2024-07-27 20:00:00,427,395,True,True,47,EKGLADXB2000
418,2024-07-28,EDI-DXB,Emirates,2024-07-28 14:00:00,259,227,True,True,28,EKEDIDXB1400
419,2024-07-28,GLA-DXB,Emirates,2024-07-28 20:00:00,427,384,True,True,51,EKGLADXB2000
420,2024-07-29,EDI-DXB,Emirates,2024-07-29 14:00:00,259,218,False,True,27,EKEDIDXB1400
421,2024-07-29,GLA-DXB,Emirates,2024-07-29 20:00:00,427,367,False,True,41,EKGLADXB2000
422,2024-07-30,EDI-DXB,Emirates,2024-07-30 14:00:00,259,227,False,True,14,EKEDIDXB1400
423,2024-07-30,GLA-DXB,Emirates,2024-07-30 20:00:00,427,374,False,True,22,EKGLADXB2000
424,2024-07-31,EDI-DXB,Emirates,2024-07-31 14:00:00,259,225,False,True,15,EKEDIDXB1400
425,2024-07-31,GLA-DXB,Emirates,2024-07-31 20:00:00,427,391,False,True,43,EKGLADXB2000
426,2024-08-01,EDI-DXB,Emirates,2024-08-01 14:00:00,259,226,False,True,45,EKEDIDXB1400
427,2024-08-01,GLA-DXB,Emirates,2024-08-01 20:00:00,427,380,False,True,32,EKGLADXB2000
428,2024-08-02,EDI-DXB,Emirates,2024-08-02 14:00:00,259,234,False,True,15,EKEDIDXB1400
429,2024-08-02,GLA-DXB,Emirates,2024-08-02 20:00:00,427,367,False,True,62,EKGLADXB2000
430,2024-08-03,EDI-DXB,Emirates,2024-08-03 14:00:00,259,245,True,True,14,EKEDIDXB1400
431,2024-08-03,GLA-DXB,Emirates,2024-08-03 20:00:00,427,388,True,True,39,EKGLADXB2000
432,2024-08-04,EDI-DXB,Emirates,2024-08-04 14:00:00,259,226,True,True,25,EKEDIDXB1400
433,2024-08-04,GLA-DXB,Emirates,2024-08-04 20:00:00,427,379,True,True,26,EKGLADXB2000
434,2024-08-05,EDI-DXB,Emirates,2024-08-05 14:00:00,259,216,False,True,20,EKEDIDXB1400
435,2024-08-05,GLA-DXB,Emirates,2024-08-05 20:00:00,427,411,False,True,41,EKGLADXB2000
436,2024-08-06,EDI-DXB,Emirates,2024-08-06 14:00:00,259,228,False,True,25,EKEDIDXB1400
437,2024-08-06,GLA-DXB,Emirates,2024-08-06 20:00:00,427,397,False,True,37,EKGLADXB2000
438,2024-08-07,EDI-DXB,Emirates,2024-08-07 14:00:00,259,225,False,True,9,EKEDIDXB1400
439,2024-08-07,GLA-DXB,Emirates,2024-08-07 20:00:00,427,399,False,True,38,EKGLADXB2000
440,2024-08-08,EDI-DXB,Emirates,2024-08-08 14:00:00,259,220,False,True,36,EKEDIDXB1400
441,2024-08-08,GLA-DXB,Emirates,2024-08-08 20:00:00,427,368,False,True,37,EKGLADXB2000
442,2024-08-09,EDI-DXB,Emirates,2024-08-09 14:00:00,259,238,False,True,28,EKEDIDXB1400
443,2024-08-09,GLA-DXB,Emirates,2024-08-09 20:00:00,427,362,False,True,32,EKGLADXB2000
444,2024-08-10,EDI-DXB,Emirates,2024-08-10 14:00:00,259,228,True,True,8,EKEDIDXB1400
445,2024-08-10,GLA-DXB,Emirates,2024-08-10 20:00:00,427,372,True,True,25,EKGLADXB2000
446,2024-08-11,EDI-DXB,Emirates,2024-08-11 14:00:00,259,239,True,True,28,EKEDIDXB1400
447,2024-08-11,GLA-DXB,Emirates,2024-08-11 20:00:00,427,387,True,True,27,EKGLADXB2000
448,2024-08-12,EDI-DXB,Emirates,2024-08-12 14:00:00,259,220,False,True,21,EKEDIDXB1400
449,2024-08-12,GLA-DXB,Emirates,2024-08-12 20:00:00,427,368,False,True,47,EKGLADXB2000
450,2024-08-13,EDI-DXB,Emirates,2024-08-13 14:00:00,259,232,False,False,19,EKEDIDXB1400
451,2024-08-13,GLA-DXB,Emirates,2024-08-13 20:00:00,427,375,False,False,11,EKGLADXB2000
452,2024-08-14,EDI-DXB,Emirates,2024-08-14 14:00:00,259,227,False,False,5,EKEDIDXB1400
453,2024-08-14,GLA-DXB,Emirates,2024-08-14 20:00:00,427,370,False,False,21,EKGLADXB2000
454,2024-08-15,EDI-DXB,Emirates,2024-08-15 14:00:00,259,217,False,False,14,EKEDIDXB1400
455,2024-08-15,GLA-DXB,Emirates,2024-08-15 20:00:00,427,389,False,False,23,EKGLADXB2000
456,2024-08-16,EDI-DXB,Emirates,2024-08-16 14:00:00,259,214,False,False,9,EKEDIDXB1400
457,2024-08-16,GLA-DXB,Emirates,2024-08-16 20:00:00,427,367,False,False,17,EKGLADXB2000
458,2024-08-17,EDI-DXB,Emirates,2024-08-17 14:00:00,259,218,True,False,14,EKEDIDXB1400
459,2024-08-17,GLA-DXB,Emirates,2024-08-17 20:00:00,427,386,True,False,15,EKGLADXB2000
460,2024-08-18,EDI-DXB,Emirates,2024-08-18 14:00:00,259,222,True,False,22,EKEDIDXB1400
461,2024-08-18,GLA-DXB,Emirates,2024-08-18 20:00:00,427,397,True,False,8,EKGLADXB2000
462,2024-08-19,EDI-DXB,Emirates,2024-08-19 14:00:00,259,234,False,False,1,EKEDIDXB1400
463,2024-08-19,GLA-DXB,Emirates,2024-08-19 20:00:00,427,391,False,False,13,EKGLADXB2000
464,2024-08-20,EDI-DXB,Emirates,2024-08-20 14:00:00,259,229,False,False,15,EKEDIDXB1400
465,2024-08-20,GLA-DXB,Emirates,2024-08-20 20:00:00,427,360,False,False,13,EKGLADXB2000
466,2024-08-21,EDI-DXB,Emirates,2024-08-21 14:00:00,259,227,False,False,5,EKEDIDXB1400
467,2024-08-21,GLA-DXB,Emirates,2024-08-21 20:00:00,427,396,False,False,22,EKGLADXB2000
468,2024-08-22,EDI-DXB,Emirates,2024-08-22 14:00:00,259,234,False,False,3,EKEDIDXB1400
469,2024-08-22,GLA-DXB,Emirates,2024-08-22 20:00:00,427,396,False,False,16,EKGLADXB2000
470,2024-08-23,EDI-DXB,Emirates,2024-08-23 14:00:00,259,235,False,False,13,EKEDIDXB1400
471,2024-08-23,GLA-DXB,Emirates,2024-08-23 20:00:00,427,367,False,False,22,EKGLADXB2000
472,2024-08-24,EDI-DXB,Emirates,2024-08-24 14:00:00,259,233,True,False,3,EKEDIDXB1400
473,2024-08-24,GLA-DXB,Emirates,2024-08-24 20:00:00,427,403,True,False,10,EKGLADXB2000
474,2024-08-25,EDI-DXB,Emirates,2024-08-25 14:00:00,259,228,True,False,9,EKEDIDXB1400
475,2024-08-25,GLA-DXB,Emirates,2024-08-25 20:00:00,427,358,True,False,39,EKGLADXB2000
476,2024-08-26,EDI-DXB,Emirates,2024-08-26 14:00:00,259,232,False,False,7,EKEDIDXB1400
477,2024-08-26,GLA-DXB,Emirates,2024-08-26 20:00:00,427,402,False,False,18,EKGLADXB2000
478,2024-08-27,EDI-DXB,Emirates,2024-08-27 14:00:00,259,225,False,False,6,EKEDIDXB1400
479,2024-08-27,GLA-DXB,Emirates,2024-08-27 20:00:00,427,357,False,False,29,EKGLADXB2000
480,2024-08-28,EDI-DXB,Emirates,2024-08-28 14:00:00,259,229,False,False,14,EKEDIDXB1400
481,2024-08-28,GLA-DXB,Emirates,2024-08-28 20:00:00,427,378,False,False,26,EKGLADXB2000
482,2024-08-29,EDI-DXB,Emirates,2024-08-29 14:00:00,259,229,False,False,7,EKEDIDXB1400
483,2024-08-29,GLA-DXB,Emirates,2024-08-29 20:00:00,427,391,False,False,21,EKGLADXB2000
484,2024-08-30,EDI-DXB,Emirates,2024-08-30 14:00:00,259,222,False,False,15,EKEDIDXB1400
485,2024-08-30,GLA-DXB,Emirates,2024-08-30 20:00:00,427,357,False,False,33,EKGLADXB2000
486,2024-08-31,EDI-DXB,Emirates,2024-08-31 14:00:00,259,230,True,False,21,EKEDIDXB1400
487,2024-08-31,GLA-DXB,Emirates,2024-08-31 20:00:00,427,382,True,False,23,EKGLADXB2000
488,2024-09-01,EDI-DXB,Emirates,2024-09-01 14:00:00,259,228,True,False,11,EKEDIDXB1400
489,2024-09-01,GLA-DXB,Emirates,2024-09-01 20:00:00,427,371,True,False,2,EKGLADXB2000
490,2024-09-02,EDI-DXB,Emirates,2024-09-02 14:00:00,259,214,False,False,9,EKEDIDXB1400
491,2024-09-02,GLA-DXB,Emirates,2024-09-02 20:00:00,427,377,False,False,12,EKGLADXB2000
492,2024-09-03,EDI-DXB,Emirates,2024-09-03 14:00:00,259,222,False,False,17,EKEDIDXB1400
493,2024-09-03,GLA-DXB,Emirates,2024-09-03 20:00:00,427,382,False,False,16,EKGLADXB2000
494,2024-09-04,EDI-DXB,Emirates,2024-09-04 14:00:00,259,242,False,False,21,EKEDIDXB1400
495,2024-09-04,GLA-DXB,Emirates,2024-09-04 20:00:00,427,371,False,False,9,EKGLADXB2000
496,2024-09-05,EDI-DXB,Emirates,2024-09-05 14:00:00,259,229,False,False,14,EKEDIDXB1400
497,2024-09-05,GLA-DXB,Emirates,2024-09-05 20:00:00,427,375,False,False,22,EKGLADXB2000
498,2024-09-06,EDI-DXB,Emirates,2024-09-06 14:00:00,259,236,False,False,28,EKEDIDXB1400
